iter	Logloss
0	0.3588800516
1	0.1835932207
2	0.09881204218
3	0.05468060033
4	0.03185133028
5	0.02011320649
6	0.01360477501
7	0.009646822465
8	0.007326645002
9	0.005915576712
10	0.004987348067
11	0.004304523915
12	0.003845429501
13	0.003523473139
14	0.003273313076
15	0.003080387958
16	0.002939953901
17	0.00283729693
18	0.002741645063
19	0.002668371674
20	0.002596996014
21	0.002548234732
22	0.002499935761
23	0.002471354105
24	0.002447961484
25	0.002409032853
26	0.002379923288
27	0.002348419393
28	0.002328769961
29	0.002324215972
30	0.002304613577
31	0.002269546868
32	0.002253272766
33	0.002228372871
34	0.002197108111
35	0.002186401749
36	0.002174185962
37	0.002161997876
38	0.002135117555
39	0.002123815941
40	0.002104514419
41	0.002092474594
42	0.002078774579
43	0.002061538703
44	0.002044053828
45	0.002026772773
46	0.002020902239
47	0.002015441162
48	0.002008220882
49	0.001999128141
50	0.001984435713
51	0.001970618185
52	0.001961169651
53	0.001947870696
54	0.001938690155
55	0.001922418267
56	0.001914751076
57	0.001888386645
58	0.001881891518
59	0.001870968684
60	0.001861701818
61	0.001849812506
62	0.001839957209
63	0.00182946578
64	0.00182221104
65	0.001808276954
66	0.001800333674
67	0.001789767279
68	0.001778251853
69	0.001770022427
70	0.001760897638
71	0.001751735191
72	0.001741683406
73	0.001732964755
74	0.001725398834
75	0.001717239034
76	0.001706804057
77	0.001696373311
78	0.001685814206
79	0.001681629579
80	0.001676520979
81	0.001667666655
82	0.001659707649
83	0.001648198614
84	0.001641580874
85	0.001626926148
86	0.001611391628
87	0.001597423804
88	0.001576001084
89	0.001568330077
90	0.001555464239
91	0.001548687342
92	0.001538783328
93	0.001535400315
94	0.001522022826
95	0.001518386747
96	0.001509515627
97	0.00150445964
98	0.001498911357
99	0.001493791915
100	0.001485121048
101	0.001480737031
102	0.001475611326
103	0.001463468669
104	0.001459939957
105	0.001455912821
106	0.001452159725
107	0.001446306319
108	0.001442810709
109	0.001432802996
110	0.001430550329
111	0.001425627542
112	0.001420855693
113	0.001417399619
114	0.001411944434
115	0.001403909322
116	0.001398615239
117	0.001396849587
118	0.001393346626
119	0.001388407079
120	0.001386105679
121	0.001384036408
122	0.001376990505
123	0.001373919916
124	0.001365834677
125	0.001360910143
126	0.001359426048
127	0.00135607485
128	0.001352927781
129	0.001351107765
130	0.00134630692
131	0.001344950644
132	0.001340434298
133	0.001335738383
134	0.001330417146
135	0.001327142901
136	0.001324028677
137	0.001313857446
138	0.001309915552
139	0.001307161352
140	0.001306063445
141	0.001301929768
142	0.001297898329
143	0.00129571433
144	0.00128895748
145	0.001285460321
146	0.001283537709
147	0.001275820943
148	0.001271428103
149	0.001264055245
150	0.00125715096
151	0.001255570093
152	0.00125222514
153	0.001247198845
154	0.001243515993
155	0.001240617783
156	0.001238485764
157	0.001235185878
158	0.001231664078
159	0.001224984162
160	0.001220961644
161	0.00121383831
162	0.001209416283
163	0.001204781197
164	0.001199728486
165	0.001197572777
166	0.001193858093
167	0.001193526123
168	0.001188956974
169	0.001182511558
170	0.001180019017
171	0.001169690914
172	0.001168912533
173	0.001163777102
174	0.001162199624
175	0.001158207076
176	0.001153332114
177	0.001150030971
178	0.00114554559
179	0.001142940637
180	0.001137405551
181	0.001135288898
182	0.00113326193
183	0.001130283864
184	0.001129867537
185	0.00112898953
186	0.001127462004
187	0.001125136198
188	0.001120220134
189	0.001118352797
190	0.001115707874
191	0.001110283489
192	0.001107670111
193	0.001101483587
194	0.001096719995
195	0.00109423244
196	0.001090381395
197	0.001088869176
198	0.001085794101
199	0.001083837626
200	0.001082412742
201	0.001077005989
202	0.001074286474
203	0.001073372503
204	0.001070648869
205	0.001067447837
206	0.001064673475
207	0.001059681825
208	0.001054683214
209	0.001048382057
210	0.001047988883
211	0.001045308942
212	0.001042426909
213	0.001041065513
214	0.001039726675
215	0.001037237506
216	0.001034563749
217	0.001031394466
218	0.001029678089
219	0.001027755524
220	0.001026305664
221	0.00102176809
222	0.001019625296
223	0.001016344584
224	0.001013354067
225	0.001004011728
226	0.00100269245
227	0.001000493898
228	0.0009966502978
229	0.0009961461953
230	0.0009945787745
231	0.0009917616684
232	0.0009893754643
233	0.000988508512
234	0.0009835478048
235	0.0009828034615
236	0.0009796819448
237	0.0009761766506
238	0.0009736305062
239	0.0009695218989
240	0.0009677740132
241	0.0009654200581
242	0.0009640528391
243	0.0009618762382
244	0.0009586372447
245	0.0009567613235
246	0.0009559631939
247	0.0009537202098
248	0.0009513849956
249	0.0009489520428
250	0.0009468006295
251	0.0009439494404
252	0.0009419173706
253	0.0009387772719
254	0.0009346325337
255	0.0009333755825
256	0.0009306399581
257	0.0009294324421
258	0.0009266577111
259	0.0009239989871
260	0.0009202593224
261	0.0009174832314
262	0.0009158018165
263	0.0009136810308
264	0.000911585606
265	0.0009093961491
266	0.0009056591597
267	0.0009031735851
268	0.0009023313308
269	0.0009007232457
270	0.0008986437525
271	0.0008953749247
272	0.0008933365726
273	0.000889790854
274	0.0008871051899
275	0.0008859579171
276	0.0008847499401
277	0.0008827413104
278	0.0008799915254
279	0.0008763277953
280	0.0008752093116
281	0.0008732875986
282	0.0008716080566
283	0.0008699238485
284	0.0008679544041
285	0.000867294421
286	0.0008596025551
287	0.0008567575447
288	0.000854628436
289	0.0008525023486
290	0.0008508319685
291	0.0008439010435
292	0.0008420026823
293	0.0008401879149
294	0.0008378975022
295	0.0008361051958
296	0.000835781739
297	0.0008342995281
298	0.000832559777
299	0.0008316563083
300	0.0008299861655
301	0.0008277113118
302	0.0008243316807
303	0.0008218526284
304	0.0008166751047
305	0.0008105596321
306	0.0008090249798
307	0.0008074829753
308	0.0008054045448
309	0.0008035526498
310	0.0008017707468
311	0.0008003432854
312	0.0007986911078
313	0.000797018597
314	0.0007955125486
315	0.0007888029081
316	0.000787338126
317	0.0007847476576
318	0.0007833722277
319	0.0007820247887
320	0.0007808080598
321	0.0007790873665
322	0.0007748470224
323	0.0007718701452
324	0.0007694319609
325	0.0007690845826
326	0.000767808846
327	0.0007663850007
328	0.0007642842594
329	0.000763112419
330	0.0007619535556
331	0.0007609465623
332	0.0007588391523
333	0.0007574267923
334	0.0007554018004
335	0.000754586386
336	0.0007532561884
337	0.0007525425898
338	0.0007486564131
339	0.0007484078327
340	0.000747216708
341	0.0007457010184
342	0.0007444702793
343	0.0007435707655
344	0.0007421582272
345	0.000738717309
346	0.0007367794561
347	0.0007356210266
348	0.0007341398736
349	0.0007317287295
350	0.0007270619635
351	0.0007252053775
352	0.0007234511196
353	0.0007212144506
354	0.0007202082208
355	0.000718816465
356	0.0007169438396
357	0.0007118075527
358	0.0007097285093
359	0.0007035956821
360	0.0007025778104
361	0.0007001601516
362	0.0006955408623
363	0.000693984938
364	0.0006918876132
365	0.0006873729953
366	0.0006871705005
367	0.0006861457454
368	0.0006852355194
369	0.0006840768283
370	0.000682128762
371	0.0006771642218
372	0.000676242873
373	0.0006744239845
374	0.0006729537937
375	0.0006691637524
376	0.0006683314334
377	0.0006638957918
378	0.0006633290066
379	0.0006602275403
380	0.000659594537
381	0.0006568797266
382	0.0006553930872
383	0.0006539032793
384	0.000652192729
385	0.0006512227711
386	0.0006490983666
387	0.0006454300092
388	0.0006424479528
389	0.0006414550184
390	0.0006404406539
391	0.0006393614227
392	0.0006365796535
393	0.0006333120903
394	0.0006308299425
395	0.0006277916309
396	0.0006257375596
397	0.000623141747
398	0.0006202621778
399	0.0006188450795
400	0.0006177976399
401	0.0006160807487
402	0.0006076893003
403	0.0006062520938
404	0.0006052852985
405	0.0006039312634
406	0.0006018470909
407	0.0006004720742
408	0.0005991646089
409	0.0005967918608
410	0.0005940111626
411	0.0005912088453
412	0.0005901766637
413	0.000589256856
414	0.0005879230426
415	0.000587494771
416	0.0005858072896
417	0.0005815166327
418	0.0005810030201
419	0.0005803219793
420	0.0005783237379
421	0.0005757226128
422	0.0005738383752
423	0.0005707240177
424	0.0005699282291
425	0.0005667780317
426	0.0005648047683
427	0.0005617943468
428	0.0005609165089
429	0.000560771843
430	0.0005579076561
431	0.0005550922973
432	0.0005534760848
433	0.0005528869974
434	0.0005513945359
435	0.0005504829856
436	0.0005485873318
437	0.0005462728334
438	0.0005443948696
439	0.0005410443535
440	0.0005383048131
441	0.0005341812273
442	0.0005312717681
443	0.0005308911932
444	0.0005271698195
445	0.0005251814743
446	0.0005231079286
447	0.0005229688313
448	0.0005217254882
449	0.0005198096086
450	0.0005173169654
451	0.0005150729582
452	0.0005144454886
453	0.00051144677
454	0.0005110550183
455	0.0005085925549
456	0.000506622081
457	0.000504004343
458	0.0005033202354
459	0.0005021119456
460	0.0005018001124
461	0.000499869894
462	0.0004977152828
463	0.0004970860073
464	0.0004966259416
465	0.000496100132
466	0.0004949181952
467	0.0004943698126
468	0.0004918729318
469	0.0004901643577
470	0.0004886332902
471	0.0004851628269
472	0.0004847013892
473	0.0004844219798
474	0.0004825884432
475	0.0004808437854
476	0.0004796055147
477	0.0004780677779
478	0.0004758737129
479	0.0004740130407
480	0.0004691542565
481	0.0004659429439
482	0.0004648928698
483	0.0004601850486
484	0.0004579628823
485	0.0004545144361
486	0.0004533374384
487	0.000453085506
488	0.0004506767093
489	0.0004501774437
490	0.0004497434298
491	0.0004450833387
492	0.0004446503354
493	0.0004432013678
494	0.0004419800282
495	0.0004401874691
496	0.0004380326806
497	0.0004367983743
498	0.000436504601
499	0.0004352362085
500	0.0004336744433
501	0.0004327996847
502	0.0004302640007
503	0.0004280043554
504	0.0004271900327
505	0.0004266424025
506	0.0004258039496
507	0.0004229365198
508	0.0004210066037
509	0.0004206592701
510	0.0004180268701
511	0.0004165560623
512	0.0004147287052
513	0.0004138861509
514	0.0004133315249
515	0.0004097902074
516	0.0004082616804
517	0.0004078741624
518	0.0004072070788
519	0.0004065544592
520	0.0004036224635
521	0.0004025919942
522	0.0004004612433
523	0.000397899357
524	0.0003958023803
525	0.0003954460691
526	0.0003948009277
527	0.000394079623
528	0.0003937917992
529	0.0003928271246
530	0.0003918689198
531	0.0003915845001
532	0.0003902364589
533	0.0003893538908
534	0.0003889906044
535	0.0003868380074
536	0.0003858893556
537	0.0003829035363
538	0.0003818217849
539	0.0003814529154
540	0.0003799189332
541	0.0003781780861
542	0.0003746157298
543	0.0003738108111
544	0.000372409573
545	0.0003704766967
546	0.0003695649298
547	0.0003690901858
548	0.0003683328878
549	0.0003673702715
550	0.0003671276222
551	0.0003669269718
552	0.0003643377601
553	0.0003625306443
554	0.0003618239125
555	0.0003610984788
556	0.0003600664327
557	0.0003590057199
558	0.0003587583685
559	0.0003572599797
560	0.0003546102201
561	0.0003529688991
562	0.0003518191365
563	0.0003514201898
564	0.0003485749408
565	0.0003466495014
566	0.0003455617396
567	0.0003437602832
568	0.0003421267716
569	0.0003400948116
570	0.0003370397179
571	0.0003366754207
572	0.000334964722
573	0.0003329299306
574	0.0003311190338
575	0.0003304717419
576	0.0003291533032
577	0.0003289794397
578	0.0003280602842
579	0.0003262262489
580	0.0003248905741
581	0.0003206078968
582	0.0003174796595
583	0.0003155396418
584	0.0003142057811
585	0.0003125696183
586	0.0003115846882
587	0.0003102975874
588	0.000308278445
589	0.0003073762094
590	0.0003066102115
591	0.0003062798402
592	0.0003035279468
593	0.0003017426296
594	0.0003016061213
595	0.0003013514797
596	0.0002996016765
597	0.0002988472425
598	0.0002977139285
599	0.0002961986419
600	0.0002951269875
601	0.000293777226
602	0.0002904109933
603	0.0002899747953
604	0.0002891328573
605	0.0002865816866
606	0.0002858526531
607	0.0002836609326
608	0.000283458582
609	0.0002829820271
610	0.0002799455418
611	0.0002794710446
612	0.0002778267403
613	0.0002769469045
614	0.0002766470176
615	0.0002763598138
616	0.0002751002037
617	0.0002749080038
618	0.0002739666784
619	0.0002731388441
620	0.000270339471
621	0.0002693658649
622	0.0002691736056
623	0.0002684792441
624	0.0002682692085
625	0.0002680266799
626	0.0002673295372
627	0.0002667835156
628	0.0002666211581
629	0.0002666211433
630	0.0002652928494
631	0.0002649951243
632	0.0002647779874
633	0.0002645310765
634	0.0002640618932
635	0.0002637399283
636	0.0002627080718
637	0.0002627079467
638	0.0002627077907
639	0.0002626176695
640	0.0002616799613
641	0.0002609308003
642	0.0002592892467
643	0.0002560843999
644	0.0002558966031
645	0.0002556654717
646	0.0002554317596
647	0.0002542375022
648	0.0002540464905
649	0.0002537453563
650	0.0002526353475
651	0.0002521075729
652	0.0002519008191
653	0.0002516945587
654	0.0002513051855
655	0.0002510685566
656	0.0002497948899
657	0.000248178889
658	0.0002473580028
659	0.0002470574857
660	0.0002468348143
661	0.0002462550595
662	0.0002447146428
663	0.0002445719244
664	0.0002436589198
665	0.0002434281078
666	0.0002431048134
667	0.0002429895671
668	0.0002422235572
669	0.0002415853252
670	0.0002413897433
671	0.0002411952003
672	0.0002393050325
673	0.0002390257184
674	0.0002388427462
675	0.0002371239964
676	0.0002361755644
677	0.0002359303417
678	0.0002351489454
679	0.0002346031397
680	0.000234441028
681	0.0002344409112
682	0.0002332525327
683	0.0002314828145
684	0.0002308212951
685	0.0002306061382
686	0.000229797659
687	0.0002293177672
688	0.0002292421806
689	0.000228614121
690	0.000227644825
691	0.0002275202249
692	0.0002263332182
693	0.0002250017762
694	0.0002235913911
695	0.0002225933244
696	0.0002223546899
